INSCRI	PRE_PORT	PORT1	PORT2	PORT3	PORT4	PORT5	PORT6	PORT7	PORT8	PORT9	PORT10	PORT11	PORT12	PORT13	PRE_BIOL	BIOL1	BIOL2	BIOL3	BIOL4	BIOL5	BIOL6	BIOL7	BIOL8	BIOL9	BIOL10	BIOL11	BIOL12	BIOL13	PRE_QUIM	QUIM1	QUIM2	QUIM3	QUIM4	QUIM5	QUIM6	QUIM7	QUIM8	QUIM9	QUIM10	QUIM11	QUIM12	QUIM13	PRE_HIST	HIST1	HIST2	HIST3	HIST4	HIST5	HIST6	HIST7	HIST8	HIST9	HIST10	HIST11	HIST12	HIST13	PRE_FISI	FISI1	FISI2	FISI3	FISI4	FISI5	FISI6	FISI7	FISI8	FISI9	FISI10	FISI11	FISI12	FISI13	PRE_GEOG	GEOG1	GEOG2	GEOG3	GEOG4	GEOG5	GEOG6	GEOG7	GEOG8	GEOG9	GEOG10	GEOG11	GEOG12	GEOG13	PRE_MATE	MATE1	MATE2	MATE3	MATE4	MATE5	MATE6	MATE7	MATE8	MATE9	MATE10	MATE11	MATE12	MATE13	PRE_LEST	LEST1	LEST2	LEST3	LEST4	LEST5	LEST6	LEST7	LEST8	LEST9	LEST10	LEST11	LEST12	LEST13	PRE_APTD	APTD	AREA	CURSO	GRUPO
1336734	P	2	3.5	4	4	4	5	0	0	2	0	0	2	26.5	P	3	1.5	2	0	3.5	3.5	0	0	0	0	3	3	19.5	P	1	4	2.5	1	1	1	0	3	1	0	1	1	16.5	P	3	0.5	3	2.5	4.5	3	1	3	1	1.5	3.5	2.5	29	P	5	0	1	4	2	1	1	3	5	1	0.5	0	23.5	P	2.5	0	3	3	1	2	3	1	2.5	0	2	2	22	P	3	0	3.5	0	1	1	2	0	1	0	0	0	11.5	P	3	0	3.5	4	1.5	1	2	3	1	5	5	1	30	P	0	1	10	141
1337973	P	5	4	4	3	2.5	5	2	0	2		0	2	29.5	P	5	2	3	3	3	4	4	1.5	3	0	2	4	34.5	P	3	5	0	2	2	3	2	3	3	5	4	5	37	P	1	0	3.5	2.5	2.5	2	4	1.5		1.5	0	2.5	21	P	5	5	1	5	1.5	5	5	3	5	2	1	3	41.5	P	3	3	2.5	3	2	3	2	2	2	0	2	2.5	27	P	5	4	5	5	2	3.5	1	2	4	1	4		36.5	P	4.5	5	2.5	5	4.5	1.5	4	2	2	5	5	5	46	P	0	1	10	141
1336475	P	3.5	4	5	4	4	4	5	2	2	5	0	2.5	41	P	4.5	3	1	2.5	4	4	3		5	2	3.5	5	37.5	P	2.5	5	2	2	2	4.5	0	5	5	4	5	5	42	P	3	2	3	3	5	3.5	2	1.5	1	1	3	4	32	P	5	5	5	4	1	2	5	3	5	0	2	1.5	38.5	P	3	3	3.5	3	4	2	3	2.5	1.5	0	5	3	33.5	P	5	4	1	3	2	2.5	0	0	1	0	3	0	21.5	P	5	4.5	3	5	3	4	5	5	3.5	5	5	4	52	P	0	1	10	141
1389417	P	0	3	4	3.5	3	3.5	0		0	2	0	2	21	P	1	2	2	0	2.5	4	1	0	3	0	1	1	17.5	P	0	0	0	3	2.5	4.5	2	3	1	0	0	1	17	P	3	1	2	3	2	4	1.5	1	0.5	1	2	1	22	P	5	5	5	3.5	1	2	0.5	1	2	1	1.5	0	27.5	P	3	3.5	4	2	3	3	1	2	0	2	3	1	27.5	P	5	5	5	5	2	5		0	1	1	2		31	P	0	0	0	0.5	2.5	1	1	2	0.5	3	0	0	10.5	P	0	1	10	141
1397399	P	4.5	5	2	3	2	4		3	2	0	1	2	28.5	P	5	2	4	2	5	4	2.5	0	2	4	3	4	37.5	P	0	2	3	2	3	5	3	3	5	4	4	1	35	P	4	5	3.5	3	3	3	2.5	1	2	2.5	2.5	3	35	P	5	5	5	3	5	5	4.5	5	5	2	1.5	3	49	P	3	2.5	2	3	4	2	3	2	1.5	1.5	4.5	3	32	P	5		1	5	5	5	3	5	3	1	3	0	36	P	5	3	4.5	5	5	2	2	5	4	5	5	4	49.5	P	0	1	10	141
1401351	P	3.5	2.5	3	3	1	4			1	0	2	2.5	22.5	P	3	1.5	1.5	0	2.5	3.5	1	1.5	1	2.5	1	1.5	20.5	P	0	0	1	5	3.5	5	0	0	1	1	1	0.5	18	P	4	1	2.5	2.5	3	3	1	4.5	0	1.5	1.5	3	27.5	P	5	5	1	5	2	3	5	2.5	2	1	5	3	39.5	P	3	3	3.5	4	5	2	3	1	2	0.5	3	3	33	P	3	1	0.5	4	2	5	0	5	1	1	2	2	26.5	P	1	0	5	4.5	4.5	1.5	5	5	4	3	5	5	43.5	P	0	1	10	141
1386357	P	3	3	1	3	3	4			0	0	0	2	19	P	1	3	1		1	4	0	0	1	0	1	3	15	P	0	1	0	0	0	3		0	0	2		0.5	6.5	P	3	0.5	2.5	0	4.5	1	2	0.5	1	1	1.5	1.5	19	P	5		5	3	1	0	0	2	0	0			16	P	2	1	3	3.5	3	1	2	2.5	0.5		3	0.5	22	P	5	5	5	5	2	3	0		1		0	0	26	P	4	0	4.5	5	4	0	0	5	1	0	0	5	28.5	P	0	1	10	141
1394055	P	2.5	5	5	5	2	4	4.5		3		4.5	2.5	38	P	5	1	2		4	3		1	1	0	1	0	18	P	0	1	1	2	2	1		3			1		11	P	5	1	4	3	3.5	5	2	5	1.5	3.5	2.5	2.5	38.5	P	5	2	3	4	2	0	5	3	5	1		3	33	P	3.5	1	2	2	4	2	3						17.5	P	5	4	1	2	2	5	5	0	1	1	3		29	P	4.5	0	5	4	5	2	1	3	1	5	0	4	34.5	P	0	1	10	141
1394888	P	2.5	3		3.5	1	4	1		0.5		0	2	17.5	P	5	2	2		2.5	2	0		1	0	1		15.5	P	0	1	0	2	2	3	0.5	3	0	1	1	1	14.5	P	3	1	4	3	3	2	2	2		0.5			20.5	P	5	3	2.5	4	1	2.5	4	3		0.5	1.5	0	27	P	3	3	3.5	3	3	2	3	2	2	0	2	3	29.5	P	3	5	5	4.5	2	5	0	0	1	3		0	28.5	P	0	0	4	4	2.5	0	2	3	0	5	0	4	24.5	P	0	1	10	141
1394451	A													0	A													0	A													0	A													0	A													0	A													0	A													0	A												0	0	P	0	1	10	141
1398934	P	4.5	4	2	4.5	2	3			2		0	2	24	P	5	1.5	0	0	4	4	3	1	1	2	1	5	27.5	P	2	2	3	2	3	5	1	0	1	2	3	1	25	P	5	1	3.5	4	4	2	3	4.5	2	2	1	1	33	P	5	5	2	5	2	4.5	5	3	2	3	2.5	2	41	P	3	3	4	3.5	5	3.5	3	3	3.5	2	3	3	39.5	P	5	4	0	5	2	5	0	0	3	0	5	5	34	P	5	5	3	5	3.5	2	1.5	4	4	5	4.5	3.5	46	P	0	1	10	141
1396303	P	5	3	2	3	2	3			2.5			2	22.5	P	3.5	2	4	1	3.5	2.5	1		0	0	2	4.5	24	P	0	0	0	3	3	1	0	3	1	0	1	0	12	P	5	4.5	1	2	5	3	1	1	0	1.5	1.5	1	26.5	P	5	5	2	4	2	0		3	0	2	4		27	P	2.5	0	3.5	4	4	3	3	2	2.5	1	2	3	30.5	P	5	5	0	5	2	5	3.5	5	3	0.5		0	34	P	1.5	4	0	4	2	0	0			0	0	0	11.5	P	0	1	10	141
1400709	P	2.5	1	3.5	3	3	4.5							17.5	P	5	2.5	2	1	3	2.5	2	0.5	1	1	1	3	24.5	P	0	0	0				0						0	P	0	1	3	2	4.5	4	2	0		2	0	0	18.5	P	4.5	5	3	3	1	0	3	3	5	2.5			30	P	3	4.5	3	4.5	4	2	4	3	2				30	P	5	0		2	1	3	0		3				14	P	1	2.5	1	2	3	0	1.5	3		0	0	4	18	P	0	1	10	141
1392219	P	0	2	4	4	3	2	0	0	2		0	1.5	18.5	P	2.5	1.5	3	2	2	4	1	0	3	0	1	2	22	P	2	1	1	3	2	3	0	0	1	1	2	1	17	P	2	4.5	4	3	3	0	0	5	0	0.5	1	2	25	P	5	5	3	5	1	0	5	0	2		1	2	29	P	3	4	4	3	4	3	3	2	1.5	0.5	5	2	35	P	5	5	0	5	2	5	0		1	1	3	0	27	P	0	0	3.5	3	2		0.5	3	0	0	0	0	12	P	0	1	10	141
1387299	P	5	5	4	4	2	4	2		4	0	2.5	2	34.5	P	4	4	4	1	2.5	4	2	1.5	3	1.5	3	4	34.5	P	0	1	1	3	4.5	5	0	0	1	2	0	3	20.5	P	5	1	3	3	4.5	4	1	2	1	0	3	0.5	28	P	3	5	2.5	4		1	3.5	3	2	0	0.5	2	26.5	P	3	2	4	4	4	3.5	4	4	3	3		3	37.5	P	5	5	5	5	2	5	5	0	1	1	5		39	P	4	0	3	4	4.5	0	5	5	3.5	5	4	4	42	P	0	1	10	141
1388469	P	5	3	5	5	2	3	4	3	2	3	3	2	40	P	5	2	4	4	3	4	4	0	5	3	3	5	42	P	3	1	5	3	4.5	5	3	0	1	5	4	3	37.5	P	5	1	3	3	4	4	2	5	1	0.5	0.5	0	29	P	5	5	4	4	1	5	5	3	2	4	4.5	5	47.5	P	3	4.5	3.5	3	3.5	4	3.5	3	3.5	0.5	4	3	39	P	5	0	5	5	2	5	5	3	1	1	5	4.5	41.5	P	5	4.5	2	4	5	0.5	5	5	4	5	5	4	49	P	0	1	10	141
1393007	P	4.5	0.5	3	4	3	3	0		0	0	1	2	21	P	4	2	1	0	2	3.5	0	0	0	0	1	1.5	15	P	1	2	0	2	2	4	0	0	1	1	2	3	18	P	1	0	2	2	3	3	1	2	0	0	0.5	0	14.5	P	5	5	5	5	2	4	5	3	5	5	5	3	52	P	2.5	2	2	1	4	3	3	2	0	2	4	1	26.5	P	5	5	5	4	2	5	3	0.5	1	1	5	5	41.5	P	1.5	4.5	1.5	4	2	1	5	4	1	0	0	0	24.5	P	0	1	10	141
1411581	P	2	4	1	4.5	4	4.5	3	3.5	3	2	2.5	2	36	P	5	2	4	2	1	5	3.5	2.5	3	1.5	2	5	36.5	P	2	0	2	2	2	3	2.5	3	0	4	2	0	22.5	P	5	3	5	2	2.5	1	2	2	1	1	1	1	26.5	P	0	5	5	5	4	0	5	3	5	1	2	3	38	P	3.5	0	3.5	2.5	4	2	1.5	2	1.5	1	3	1	25.5	P	5	5	1	4	2	5	4	2	3	1	2.5	0	34.5	P	3	5	5	4	4	1.5	5	3	2.5	5	5	5	48	P	0	1	10	141
1413006	P	1.5	3	3	4	1.5	1.5	2.5	0	1	2	0	2	22	P	4	2	4	0	1.5	3.5	0.5	1	2	0	1	0	19.5	P	0	0	1	0	3	3	0	3	1	2	0	1	14	P	2	3	1	2.5	3.5	4	2	0	0	1	0	4	23	P	5	0	2	3	2	0	0	2	0	0.5	0	1	15.5	P	4	0	3	3	2	1.5	2	1.5	2	0.5	1	3.5	24	P	5	0	0	4	2	3	1	0	1	0	0		16	P	0	0	0.5	0.5	0	0	0			0			1	P	0	1	10	141
1412461	P	3	4	5	5	4.5	4		0	2	2	0	1	30.5	P	3	3	2	2	2.5	4	0	1.5	2	3.5	3	5	31.5	P	0	1	5	2	3.5	3	0.5	0	1	5	1	1	23	P	3	1	2.5	2.5	3.5	3	3	2	1.5	0.5	1	1.5	25	P	3	5	1	4	1	2	5	2	5	2	1.5	3	34.5	P	2.5	3	3	4	3	1	2	2	2	0	4	1	27.5	P	5	5	1	5	5	4.5	0	4	0	1	3	1	34.5	P	4.5	5	3	5	1	2	4	3	4	5	5	4	45.5	P	0	1	10	141
1414436	P	5	4	4	5	3	4	1	0	1	2	0	2	31	P	5	0.5	2	0	2.5	3.5	2	0.5	2	2.5	3	4	27.5	P	3	0	2	3	2	1.5	5	3	1	1	1.5	1	24	P	2	0.5	4.5	2.5	3	4	2	0	0	1.5	3	1.5	24.5	P	3.5	2	0	1	1	2	0.5	2	0	1	0.5	0	13.5	P	3	1	4.5	3	4	4.5	2.5	2	3.5	1	3	2.5	34.5	P	5	3	0.5	5	2	4	0	2	1	0	2	0	24.5	P	4.5	5	4.5	4.5	3	1	2	3	2.5	5	4.5	5	44.5	P	0	1	10	141
1411659	P	5	3	5	4.5	5	3	5	3	3	2	2.5	1	42	P	4	2	4	3.5	1	4	3	2	1	3	3	5	35.5	P	3	5	3	5	3.5	4	3	0	2.5	5	4	5	43	P	3	0	5	2.5	4	3	4	0	2.5	1	2.5	4	31.5	P	5	5	2	5	5	5	5	3	2	2	3	5	47	P	3.5	3	3	2	4	4.5	3	1.5	3	2.5	2.5	3	35.5	P	5	5	1	5	2	5	5	0	3	1	5	0	37	P	5	0	4	4	4.5	2	2	2	2	5	5	3.5	39	P	0	1	10	141
1427887	P	2	1	1	5	2	3.5			1			1	16.5	P	5	3.5	2	2	1.5	3	2		5	3	1	3	31	P	1	1	2	5	2	3	3	0	1	2	2	1	23	P	3	4	5	3	3	3	2.5	0	0	0	0	0.5	24	P	3.5	4	5	4	2	2	3	3	2	1	3	0	32.5	P	3	2	4	2.5	4	2	2	1	2	1	1	3	27.5	P	3	5	0.5	2	5	5	0	0	1	0.5	3	0	25	P	5	0	5	4	1.5	1.5	1	1.5	0	5			24.5	P	0	1	10	141
1433800	P	4	3	3	4	4	2	1	4	1.5	3	0.5	2.5	32.5	P	3	2	3	0.5	2	3.5	3	1	3	0	1	3	25	P	0.5	1	3	2	0	3	2	0	0	1	1	1	14.5	P	5	0	4.5	2.5	5	4	1	3	0	1	2	3	31	P	3	2	4	4	2	0	0	3	2	1	1	0	22	P	3	3	3	2.5	3.5	3.5	2.5	2.5	2	1	3	2	31.5	P	5	5	1	5	2	3		2.5	1	0	0	1.5	26	P	3	4	5	3.5	3	0	1	4	0	0	0	5	28.5	P	0	1	10	141
1434025	P	3	4	3	5	5	3.5	2	4	3	0	0.5	2.5	35.5	P	5	4	1	3.5	2	2.5	2	2	4	4	3	5	38	P	0	1	1	2	3	4	1	0	1	1	2.5	0	16.5	P	3	0	5	0.5	5	2.5	3	0.5	0	1	1.5	1	23	P	5	2	2.5	2		0		3	5			2	21.5	P	3	2.5	4	4	4.5	3	3	3	2	1	2.5	2	34.5	P	5	5	0	3		3	0	0	1	0			17	P	5	5	3	5	3.5	2.5	5	3.5	4	5	5	5	51.5	P	0	1	10	141
1430320	P	4	1	4	3	2	3	1	2.5	0	2	0	1	23.5	P	4.5	2.5	3	0	4.5	2.5	0	2	2	3	3	4	31	P	0	0	3	2	0	1	0	0	0	0	0	1	7	P	5	0	4	0.5	4	2.5	2	3	1	1.5	0.5	3	27	P	3	0	2	3	1	0	0	2	0	0	1	0	12	P	3.5	0	4	2	4	3.5	2	2.5	2.5	0	1	1.5	26.5	P	3	1	1	2	2	3	1	0	3	0.5	0	0	16.5	P	1.5	0	2	4	3.5	1.5	1	2	2	0	0	5	22.5	P	0	1	10	141
1426389	P	5	4	5	5	4	4	0	0	3	0	1	2	33	P	5	3	3	4	3	5	4	2	4	3	3	4	43	P	3	1	1	2	4	3	2	0	4	5	3	5	33	P	2	1	3.5	2	3.5	2	3	2.5	2	2.5	3.5	3	30.5	P	5	5	5	5	5	2	5	3	5	2	3.5	3	48.5	P	2.5	3	4	3.5	5	2	3	2	2	0	4	2	33	P	5	5	0	2	5	5	1	0	3	0	5	1	32	P	5	0	5	5	3	1	4.5	4	3	5	5	4	44.5	P	0	1	10	141
1426457	P	3	3	4	2.5	4	2	3	0.5	1.5	2	0	2	27.5	P	5	1	4	0.5	2	3	3		3	0	1	2.5	25	P	3	3	3	3	3.5	3	5	0	1	4	2	5	35.5	P	2	1	2		3	3	1	2.5	0	0	0	0	14.5	P	3.5	5	3	3.5	2	2	3	3	5	1	1.5	3	35.5	P	2.5	3	3	2	2	2	3.5	0.5	0	1	4	3	26.5	P	5	5	1	5	0	3	3	2	1		2	0	27	P	4.5	0	2	4	3.5	0	0	5	3.5	5	5	5	37.5	P	0	1	10	141
1426518	P	5	3	3	4	3	1.5	3	5	3	4	1	2	37.5	P	5	4	4	3	1	4	4	4	4	3	1	4	41	P	2	1	4	2	3.5	4	3	0	4	5	4	1	33.5	P	5	0	4	2.5	5	3	3	0	2.5	1	1	3	30	P	5	5	1	4	1.5	5	5	5	2	5		3	41.5	P	3	2	3.5	4	3	3	3	1	0.5	1	5	2.5	31.5	P	5	0	2	5	2	5	5	2	1	1	5	0	33	P	5	0	3	4	3	0	2	4	2.5	4	5	1	33.5	P	0	1	10	141
1433824	P	2	3	1	4	4	3	3	3	0	0	0.5	1.5	25	P	4	1	2	3	1	3	4	1	2	3	1	3	28	P	1	0	0	2	3	4	1	0	1	5	2	2.5	21.5	P	5	1	5	3	4.5	2	4	3	2	1	2	2	34.5	P	3	5	5	5	1	2	5	3	5	2	1	2	39	P	3	4	4	4	4	4	4	2	2	3	3	2	39	P	5	5	1	4	2	5	5	2	1	0.5	3	0	33.5	P	3	0	4	4.5	2.5	4	5	5	5	3	5	5	46	P	0	1	10	141
1436199	P	2	2	3	4	3	4	1		0	0	1	2	22	P	4.5	2	3	1	2.5	3	3	0	3	3	2.5	4	31.5	P	2	1.5	1	2	2	5	1	3	5	2.5	1	1	27	P	5	1	5	2	3.5	3.5	3	4.5	0	0.5	3	3	34	P	0.5	5	2	2	0.5	4	0	2	2	0	1	0	19	P	2	2	4	4	5	2.5	4	2	2	0	3	3.5	34	P	3	0.5	0	4	2	5	3	2	1	1	2	0.5	24	P	4	0	3	1.5	1	1.5	1.5	2	0	0	0	4	18.5	P	0	1	10	141
1433060	P	1	3	4	4	3.5	3			3			2	23.5	P	4	3	4	1	2	3	2	3	4	1	3	5	35	P	1	0		5	4	4.5	3	3	0	1	1.5	2	25	P	5	5	4.5	3	3	4	4	0	1	1	0.5	1	32	P	5	5	5	5	4	4	3	3	2	1.5	0	3	40.5	P	3	3	5	3	5	5	3.5	3	2.5	2		4	39	P	5	5	1	2	2	5	1	2	3	0	2	0	28	P	3	4.5	5	5	4	0	2	4.5	4	5	4.5	5	46.5	P	0	1	10	141
1436489	P	3	3.5	4	4	3	3		2		0		2	24.5	P	4	2	3	3	4	4	3	1.5	4	1.5	1.5	3	34.5	P	3	1	0	3	1	4	0	3	4	4	2	1	26	P	3	2	4.5	3	4	4	4	1.5	1.5	1.5	0	4	33	P	5	5	3	3	1	4	5	3	5	1	1		36	P	3.5	3	5	2	4.5	3	4	2	3	1	3	2	36	P	5	3	0.5	4.5	2	4	1	2	3	0	0	0	25	P	0	4	3.5	1	3	2.5	2.5	5	1	5	0	1	28.5	P	0	1	10	141
1433367	P	0	3	3	4	3	4						2	19	P	4	2	3.5	0	4	4	2.5	1	0.5	2	3	2	28.5	P	3	1	0	1	2	5	1	0	1		1	0	15	P	4	1	2.5	2.5	3.5	2	2			0			17.5	P	5	5	2	5	5	4	5	3	5	0		0	39	P	3	1	3	1	4	2	3		2	2	0	2	23	P	5	4	5	4.5	2	3	3	2	1	3	2	3	37.5	P	4		3	5	0	0.5	1	2.5	0	0			16	P	0	1	10	141
1450025	P	2.5	3	1.5	4	2	4	2	2		2	0	1	24	P	4	2	4	3	2.5	4	4	1	3	0	3	4	34.5	P	1	2	1	2	2.5	3	0	3	3.5	1	2	1	22	P	5	0	4	2	5	2	1	2	0	2	3	1	27	P	4	5	3	4	2	2	0	3	5				28	P	3	1	3	4	4.5	3	4	1	2	1		3	29.5	P	5	5		2	2	3	1	0	3	0	0	0.5	21.5	P	0	0	4.5	3.5		3	0			0	0	4	15	P	0	1	10	141
1438638	P	4	4	4	5	1	2	0		1		0	2.5	23.5	P	3.5	3	3	0	3.5	3.5	1	1	2	4	1	3.5	29	P	1	1.5	0	3	3	4	1	0	1	3	1.5	2	21	P	4.5	1	4	3	3.5	2.5	1	2	0	1.5	0	0.5	23.5	P	5	5	5	5	1.5	5	5	3	5	3	5	3	50.5	P	2	0	3	1	4	3	3	2	2	0	0	2	22	P	3	5	1	2	2	5	5	3	3	1	2	0	32	P	3.5	2	3	3	2.5	0	0.5	0	0	4.5	5		24	P	0	1	10	141
1445739	P	5	3	3	3	1.5	2	1		0	2	0	1.5	22	P	3	1	2	0	1	2	0	1	1.5	0	0	4	15.5	P	3	1	1	2	3	2.5	0	3	1	4	1	2	23.5	P	1	2	2	3	4	1	1	1	0	1	0	3.5	19.5	P	5	3	2	2.5	2	2	2	3	4	4	2	0	31.5	P	2.5	2	4	3	3	2.5	2.5	1	3	1.5	2.5	3	30.5	P	5	5	3	5	2	5	1	0	3	1	2	0	32	P	0	0	4.5	2	0	2	1.5	3	1	2.5	0	3.5	20	P	0	1	10	141
1448295	P	1	4.5	3	3.5	3	4		4.5	2.5		0	1	27	P	2	1	3	1	2.5	3	4		2	2.5	1	2	24	P	0	1	0	2	3	4	0	3	1	4	4	2	24	P	2.5	1	0	1.5	2	3	2	5		1.5	0.5	4	23	P	5	5	1	4	1.5	3.5	3	3	5	2	1	3	37	P	3.5	2	3	3	3	3	3.5	1.5	1.5	0.5	3	2	29.5	P		5	0	5	2	3	3	0	1		2	0	21	P	5	4	5	3.5	1	1	4	4.5	3.5	5	0	5	41.5	P	0	1	10	141
1442884	P	3	3.5	2	3	3	3	1		0		0	2.5	21	P	1.5	2	4	1	2	3.5	3	2.5	1	0	1	4	25.5	P	2	1.5	5	2	3	5	0	0	0	1	1	2	22.5	P	5	0.5	3.5	1	3.5	3.5	2	3	0	1	3	1	27	P	4.5	5	0.5	4	2	2	5	2.5	2	1	0	0	28.5	P	1	3	4	3	4.5	3	3.5	1.5	1	0	4	3	31.5	P	5	5	1	5	2	1	2	0	1	0	2	0	24	P	5	4.5	3	5	2.5	2	4	3.5	4	4.5	5	4	47	P	0	1	10	141
1448592	P	0	3	1	3	3	4	1	3	0	2	3	2	25	P	5	0	2		1	2.5	0	0.5	1	0	1	3.5	16.5	P	1	1	3	2	1	4	0	3	1	1	3	3	23	P	2.5	1	2	2.5	4	3.5	2.5	2	0	1.5	0	1	22.5	P	4.5	2	0.5	5	2	2	5	3	5	0.5	0	2	31.5	P	2.5	0	2.5	3	3	3	3	1	1.5	0	1	3	23.5	P	5	5	1	5	2	4	1	0	1	1	1		26	P	2	4.5	2	3	0	3	2	5	1	0	0	1	23.5	P	0	1	10	141
1444873	P	3	4	3	4	4	4	4.5	5	2	4	0	2	39.5	P	5	3	3	0	3	4.5	4	2.5	3	1	1	2.5	32.5	P	2	3	1	2	3	5	1	3	1	5	1	5	32	P	5	0	4	2	3	4	0	4.5	2	2	1.5	0.5	28.5	P	5	3	1	5	2	1	1.5	2	5	3	3	3	34.5	P	3	4	4	3.5	4	3.5	3.5	2	2	0	1	3	33.5	P	5	5	1	5	5	5	1	0	1	1	2	0	31	P	5	5	5	4.5	4.5	2.5	5	3.5	2	3	0	4	44	P	0	1	10	141
1444040	P	5	4	3.5	5	1	4	0		0			1	23.5	P	3.5	2	3	1	3	2.5	1		0	0	1	3	20	P	2	2	0.5	2	1	4.5	0	3	1	5	0	0	21	P	2	1	3	0	4	4	1.5	5	0	1.5	1.5	0	23.5	P	4	5	3	5	2	5	5	3	4	3	3	1	43	P	3	0	2	3	4	3	3	2	2	0	3.5	2	27.5	P	5	0	1	0	2	5	1	2	1	1	1	0	19	P	4	0	4.5	4	3	2	1	3	0	1.5	0	4	27	P	0	1	10	141
1444149	P	3	4	2	4.5	2.5	4	0	0	2	2	1	1	26	P	3	0.5	2	0	2	3.5	0	1	1	0	1	1	15	P	0	0	1	2	2.5	3.5	0	3	0	1	1	1	15	P	2	1	5	1	3	4.5	1	1	0.5	1	0	4	24	P	3.5	5	3	5	2	1.5	1	3	5	0	1	0	30	P	3	0	4	1.5	4	4	3.5	2	4	1	4.5	3	34.5	P	5	5	1	5	2	5	2	2	1	0	2	0	30	P	3	4.5	5	4.5	2	2	3.5	5	2	5	5	5	46.5	P	0	1	10	141
1440253	P	1.5	2.5	0	5	3	2.5	1		1.5	4	0	2	23	P	3	3	2	0	2	3	0		0	0	1	1	15	P	2	1	0	1	2	2.5	3	3	1	0	1	1	17.5	P	2	1	3	0	3	4	1	0	0	2.5	1	4	21.5	P	3	3	0	4	1.5	2	5	2	0	0	4	0	24.5	P	3.5	3	4	3	4	3	3	2.5	3	0	3	2	34	P	5	0	5	5	2	3	1	0	1	1	1.5	0	24.5	P	0	0	0	1	0	0	1.5	1.5	0	0	0	0	4	P	0	1	10	141
1450421	P	4.5	4	2	4	3	3	0	0	2	4	0	2	28.5	P	3.5	2	3.5	2	1	3	2.5	0	3	3	1	1	25.5	P	3	0	1.5	2	0	2	0	0	1	1	0	1	11.5	P	3	1	2.5	1.5	2	3.5	3	2		1	2	3	24.5	P	5	5	0.5	1	1.5	1.5	0	3	1.5		2	0	21	P	1	4	4	2.5	2.5	3.5	3	2	0.5	1	3.5	0	27.5	P	3		1	5	2	3		2	1	0			17	P	0	0	3	3.5	2	0	2	2	0.5	0	0	0.5	13.5	P	0	1	10	141
1446268	P	0.5	4	2	4	3	4	4	0	0	2	0	1	24.5	P	4	2	2	1	0.5	4.5	2	0	1	0	2.5	3	22.5	P	0	0.5	0	3	0	2	0	0	0	0.5	1	0	7	P	5	0	3	2.5	4.5	5	1	0.5	0	1	0	2.5	25	P	5	3	0	4	0	2	0	1.5	0	0	2	0	17.5	P	3	2	4	2	3	3	3	1.5	2	0	3	1	27.5	P	5	3	1	3	1	5	2	0	1	0	0	0	21	P	3	4.5	4	4	4	0	1	3	2.5	5	5	5	41	P	0	1	10	141
1441249	P	3.5	1	3	5	3.5	4			1	4	0	2	27	P	2	2	4	2	3	4	3.5	1	3.5	0	1	2	28	P	2	1.5	0	5	2	5	0.5	0	1	2	1.5	3	23.5	P	5	5	2.5	2	3	2.5	4	5	0	2	1	1	33	P	5	5	1	4	2	0	3	3	3	1.5	2.5	0	30	P	3	0	2	2.5	5	3	4	2.5	3	1	0	2	28	P	5	5	5	5	5	3		0	1	0		0.5	29.5	P	3	0	5	4.5	2	0.5	1.5	5	2	0		5	28.5	P	0	1	10	141
1439372	P	3	2	4	4	2	4	4	5	2	4	3	3.5	40.5	P	4.5	3	4	2	2	3.5	2	4	3	4	1	5	38	P	3	0	2.5	4.5	1	5	2	3	1	4	2	1.5	29.5	P	4	0.5	3.5	4	4	4.5	2	0	1	3.5	1	3.5	31.5	P	5	5	3	4	2.5	5	5	2	5	2	3.5	2.5	44.5	P	2.5	4.5	3	4	4	3	4	3	2	1	5	4	40	P	5	4	1	5	5	5	5	3.5	3	1	5	2	44.5	P	5	2	3	4	2.5	0	3	2.5	0	3	0	4	29	P	0	1	10	141
1443009	P	3	4	2	4	2	2						2	19	P	3.5	3	2		3	2	3	1	2	0.5	2	5	27	P	1	0	0	2	1.5	3	2	0	1	0			10.5	P	3	3	3	2	4	5	4	0.5	0.5	2.5	3	1	31.5	P	5	2	1		2	4	0	3	5		2	0	24	P	3.5	1	4	3.5	4.5	3	3.5	2		2	4	3	34	P	3		4	3	2	3	1		1	0		0	17	P	0	0	1	2	2.5	0.5	2	5	0.5	0	0	1	14.5	P	0	1	10	141
1450001	P	3	3	4	4	3	4	2	3	1	4	0	2	33	P	4	3	2	2	1	3.5	3.5	0	3.5	3	1	3	29.5	P	3	2	0	2	2	4	3	0	1	4	3	2.5	26.5	P	0.5	1	3	3	3.5	0	2	1	1	1	3	2	21	P	5	3	3	3	2		4	3	5	1	1.5	0	30.5	P	3	1	2	3	3	3	2	2.5	2	0	4.5	2	28	P	5	5	1	4	5	5	5	0	1	1	0.5	0	32.5	P	3	2	2.5	3.5	3.5	0.5	2	5	0	5	5	3.5	35.5	P	0	1	10	141
