INSCRI2	INSCRI	OPC1	PAAIS	ISENTOS	APROVF2	MATR	CURPAS	IDADE	SEXO	RACA	ENSFUND	ENSMED	TIPOMED	FEZCPV	TIPOCPV	OPCUNICAMP	MOTCARR	RENDA	RBRUTA	QTSVIVEM	CATPAI	CATMAE	INSTRPAI	INSTRMAE	TRABALHA	LEJORNAL
20001172893	1172893	46	-1	0	1	0	0	2	2	-1	1	1	3	2	-1	5	6	8	-1	4	3	8	9	9	1	2
20001172909	1172909	31	-1	0	1	0	0	2	1	-1	1	1	3	2	-1	8	1	6	-1	4	3	3	8	8	1	2
20001172916	1172916	31	-1	0	1	0	0	2	2	-1	1	1	3	2	-1	6	0	9	-1	5	2	8	9	8	2	2
20001172923	1172923	31	-1	0	1	0	0	2	2	-1	1	1	3	2	-1	1	6	9	-1	4	2	2	9	9	1	2
20001172930	1172930	10	-1	0	0	0	0	3	1	-1	2	1	3	2	-1	1	1	5	-1	5	2	2	9	9	1	3
20001172947	1172947	15	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	6	4	7	-1	4	3	8	5	6	1	2
20001172954	1172954	15	-1	0	1	1	75	3	2	-1	1	1	3	2	-1	1	6	8	-1	6	2	8	9	7	1	2
20001172961	1172961	48	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	8	1	9	-1	4	2	4	9	7	1	2
20001172978	1172978	9	-1	0	0	0	0	3	1	-1	1	1	3	2	-1	2	7	6	-1	4	3	3	9	9	1	2
20001172985	1172985	34	-1	0	1	0	0	4	1	-1	1	1	3	2	-1	1	1	8	-1	4	2	8	8	9	1	2
20001172992	1172992	17	-1	0	0	0	0	5	2	-1	2	1	3	2	-1	5	6	6	-1	3	1	8	8	9	1	4
20001173001	1173001	48	-1	0	1	1	48	3	2	-1	4	1	3	2	-1	3	1	3	-1	3	3	3	9	9	1	2
20001173018	1173018	12	-1	0	0	0	0	4	1	-1	4	2	1	1	-1	6	6	8	-1	5	3	3	9	9	3	4
20001173025	1173025	34	-1	0	1	0	0	4	1	-1	1	2	1	1	-1	1	1	5	-1	2	2	8	6	6	2	4
20001173032	1173032	15	-1	0	0	0	0	6	2	-1	1	1	3	1	-1	3	1	9	-1	4	2	2	9	9	1	4
20001173049	1173049	56	-1	0	0	0	0	2	2	-1	2	3	3	2	-1	2	6	4	-1	5	6	8	3	5	1	2
20001173056	1173056	19	-1	0	0	0	0	3	1	-1	3	3	3	2	-1	5	6	5	-1	5	3	8	7	5	1	1
20001173063	1173063	15	-1	0	0	0	0	3	2	-1	4	1	3	1	-1	2	4	7	-1	5	3	3	7	8	2	2
20001173070	1173070	15	-1	0	0	0	0	3	1	-1	1	1	3	2	-1	5	4	8	-1	4	2	4	9	9	1	4
20001173087	1173087	15	-1	0	0	0	0	4	1	-1	4	3	3	2	-1	2	0	4	-1	6	3	8	9	4	1	4
20001173094	1173094	17	-1	0	0	0	0	3	1	-1	2	1	3	2	-1	1	1	5	-1	4	2	4	9	9	1	2
20001173100	1173100	40	-1	0	0	0	0	2	1	-1	1	1	3	2	-1	8	1	5	-1	6	4	4	9	8	1	4
20001173117	1173117	10	-1	0	1	1	10	3	1	-1	1	1	3	2	-1	5	1	4	-1	5	2	2	7	7	1	2
20001173124	1173124	8	-1	0	1	0	0	3	1	-1	3	1	3	2	-1	2	3	8	-1	5	2	2	9	9	1	1
20001173131	1173131	27	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	6	6	-1	4	4	4	8	9	1	4
20001173148	1173148	11	-1	0	1	0	0	4	1	-1	3	1	3	1	-1	1	1	9	-1	5	2	3	7	8	3	2
20001173155	1173155	13	-1	0	1	0	0	4	2	-1	2	1	3	1	-1	5	3	4	-1	3	5	4	6	7	1	4
20001173162	1173162	14	-1	0	0	0	0	4	2	-1	4	1	3	1	-1	1	1	7	-1	5	3	3	6	4	1	2
20001173179	1173179	6	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	6	4	6	-1	4	3	8	9	6	1	3
20001173186	1173186	10	-1	0	1	0	0	5	1	-1	2	2	3	1	-1	1	1	7	-1	4	3	2	3	9	1	2
20001173193	1173193	17	-1	0	1	0	0	4	1	-1	3	1	3	1	-1	5	6	7	-1	4	4	4	9	7	1	3
20001173209	1173209	42	-1	0	1	0	0	6	1	-1	2	2	3	1	-1	1	6	4	-1	4	3	3	8	4	1	3
20001173216	1173216	6	-1	0	0	0	0	3	1	-1	1	1	3	2	-1	6	1	5	-1	4	3	3	7	9	1	2
20001173223	1173223	5	-1	0	0	0	0	3	2	-1	3	1	3	2	-1	6	1	5	-1	5	3	3	4	4	2	2
20001173230	1173230	7	-1	0	1	0	0	5	2	-1	1	1	3	1	-1	5	1	5	-1	6	4	4	9	8	1	2
20001173247	1173247	8	-1	0	1	0	0	4	2	-1	1	1	3	2	-1	2	1	7	-1	6	3	3	9	8	1	3
20001173254	1173254	52	-1	0	0	0	0	3	1	-1	1	1	3	2	-1	1	7	5	-1	1	3	6	2	2	1	3
20001173261	1173261	34	-1	0	0	0	0	3	1	-1	3	1	3	1	-1	2	1	7	-1	1	2	2	9	9	1	4
20001173278	1173278	46	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	7	1	9	-1	4	3	3	9	9	2	2
20001173285	1173285	8	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	1	6	9	-1	2	2	4	7	8	1	4
20001173292	1173292	15	-1	0	1	0	0	3	2	-1	3	1	3	2	-1	1	1	7	-1	5	2	8	7	6	1	4
20001173308	1173308	49	-1	0	1	0	0	3	1	-1	2	1	3	2	-1	1	1	6	-1	4	4	2	4	7	1	2
20001173315	1173315	10	-1	0	1	1	10	3	1	-1	2	1	3	2	-1	5	1	9	-1	5	2	8	3	3	1	4
20001173322	1173322	15	-1	0	0	0	0	2	2	-1	3	1	3	2	-1	5	6	7	-1	4	3	3	4	6	1	2
20001173339	1173339	15	-1	0	0	0	0	3	2	-1	3	1	3	2	-1	1	1	7	-1	4	2	3	9	9	1	3
20001173346	1173346	75	-1	0	1	0	0	3	1	-1	1	1	3	1	-1	1	6	9	-1	5	2	3	9	9	1	3
20001173353	1173353	75	-1	0	0	0	0	4	2	-1	2	1	3	2	-1	5	6	5	-1	2	2	3	9	9	1	2
20001173360	1173360	22	-1	0	1	0	0	3	2	-1	4	1	3	2	-1	7	1	7	-1	5	3	3	9	9	1	2
20001173377	1173377	44	-1	0	1	0	0	3	2	-1	5	1	3	2	-1	1	4	6	-1	4	2	2	9	9	1	3
20001173384	1173384	34	-1	0	1	0	0	3	1	-1	3	1	3	2	-1	1	1	7	-1	5	2	2	8	9	1	2
20001173391	1173391	75	-1	0	0	0	0	3	1	-1	3	1	3	2	-1	5	4	4	-1	4	6	8	7	7	1	2
20001173407	1173407	42	-1	0	1	0	0	3	1	-1	3	1	3	2	-1	1	1	7	-1	4	2	2	9	9	1	4
20001173414	1173414	15	-1	0	0	0	0	3	2	-1	3	1	3	2	-1	5	4	7	-1	3	2	8	9	8	1	2
20001173421	1173421	15	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	5	1	9	-1	5	2	8	9	9	1	2
20001173438	1173438	26	-1	0	1	0	0	3	2	-1	2	4	3	2	-1	1	6	6	-1	5	4	3	7	8	1	4
20001173445	1173445	15	-1	0	0	0	0	3	2	-1	1	1	3	1	-1	5	1	8	-1	4	2	2	9	9	3	2
20001173452	1173452	15	-1	0	0	0	0	3	2	-1	4	1	3	2	-1	2	6	7	-1	4	3	3	8	9	1	2
20001173469	1173469	8	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	5	1	8	-1	6	3	8	9	9	1	2
20001173476	1173476	34	-1	0	1	0	0	3	1	-1	3	1	3	2	-1	1	1	5	-1	5	2	2	9	9	1	4
20001173483	1173483	16	-1	0	0	0	0	5	1	-1	4	1	3	1	-1	1	1	5	-1	5	2	8	9	7	2	4
20001173490	1173490	45	-1	0	1	1	45	5	2	-1	2	2	1	1	-1	2	6	4	-1	5	6	8	8	8	5	2
20001173506	1173506	75	-1	0	1	0	0	6	1	-1	2	4	3	1	-1	5	4	5	-1	5	3	8	9	5	1	2
20001173513	1173513	48	-1	0	1	0	0	4	2	-1	1	1	3	2	-1	2	6	4	-1	4	4	2	8	9	1	2
20001173520	1173520	27	-1	0	0	0	0	4	2	-1	1	1	3	1	-1	1	1	6	-1	4	2	4	9	9	1	4
20001173537	1173537	14	-1	0	0	0	0	7	1	-1	1	1	3	1	-1	2	1	5	-1	5	2	8	9	7	1	2
20001173544	1173544	34	-1	0	0	0	0	6	2	-1	2	2	3	1	-1	1	1	4	-1	3	6	8	3	3	5	1
20001173551	1173551	6	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	1	6	6	-1	5	4	4	7	7	1	4
20001173568	1173568	42	-1	0	0	0	0	6	2	-1	2	2	1	1	-1	1	3	3	-1	4	6	8	2	7	5	2
20001173575	1173575	43	-1	0	0	0	0	4	1	-1	2	2	3	1	-1	2	1	4	-1	3	6	8	7	1	1	2
20001173582	1173582	34	-1	0	0	0	0	4	1	-1	5	1	3	1	-1	7	1	4	-1	3	4	4	7	7	5	2
20001173599	1173599	27	-1	0	0	0	0	4	1	-1	2	2	1	1	-1	2	1	5	-1	4	6	3	7	9	5	2
20001173605	1173605	11	-1	0	0	0	0	5	1	-1	2	2	1	1	-1	1	1	5	-1	4	3	4	7	7	1	2
20001173612	1173612	49	-1	0	0	0	0	5	1	-1	2	1	1	1	-1	7	1	5	-1	4	4	8	5	3	5	3
20001173629	1173629	22	-1	0	1	0	0	9	1	-1	2	2	1	2	-1	1	7	3	-1	3	6	8	6	2	5	2
20001173636	1173636	42	-1	0	0	0	0	3	1	-1	3	2	1	2	-1	1	1	4	-1	4	4	3	5	8	2	3
20001173643	1173643	44	-1	0	0	0	0	7	1	-1	2	2	3	1	-1	6	2	4	-1	3	5	8	2	2	1	4
20001173650	1173650	5	-1	0	0	0	0	7	1	-1	2	1	3	2	-1	7	3	5	-1	1	4	8	3	5	1	3
20001173667	1173667	48	-1	0	0	0	0	4	2	-1	2	3	1	1	-1	2	1	4	-1	4	5	8	5	5	1	3
20001173674	1173674	29	-1	0	0	0	0	8	1	-1	2	2	1	0	-1	1	3	4	-1	3	7	8	3	3	5	4
20001173681	1173681	41	-1	0	0	0	0	5	1	-1	2	2	1	1	-1	1	7	2	-1	3	6	6	3	3	1	4
20001173698	1173698	10	-1	0	0	0	0	4	1	-1	1	2	1	1	-1	6	1	7	-1	4	2	2	7	7	5	4
20001173704	1173704	47	-1	0	1	0	0	6	1	-1	3	2	1	1	-1	5	1	7	-1	5	3	3	7	7	5	4
20001173711	1173711	8	-1	0	1	0	0	5	1	-1	1	1	3	1	-1	1	1	9	-1	5	2	2	9	9	1	4
20001173728	1173728	15	-1	0	0	0	0	5	2	-1	2	1	3	1	-1	6	4	7	-1	5	2	4	9	7	1	4
20001173735	1173735	48	-1	0	0	0	0	3	1	-1	1	4	3	1	-1	5	1	7	-1	5	2	3	9	9	1	4
20001173742	1173742	49	-1	0	0	0	0	6	1	-1	2	2	1	2	-1	5	6	4	-1	4	6	8	3	1	5	3
20001173759	1173759	57	-1	0	1	1	57	9	1	-1	2	2	1	1	-1	8	6	6	-1	4	6	8	2	4	5	4
20001173766	1173766	37	-1	0	1	0	0	8	1	-1	2	2	3	2	-1	2	3	5	-1	1	6	8	1	3	5	2
20001173773	1173773	36	-1	0	1	1	36	5	2	-1	2	2	1	2	-1	2	3	4	-1	4	8	8	7	2	5	4
20001173780	1173780	43	-1	0	1	0	0	6	2	-1	2	2	3	1	-1	1	6	9	-1	6	2	3	7	7	1	2
20001173797	1173797	2	-1	0	0	0	0	2	2	-1	2	1	3	2	-1	8	7	6	-1	1	2	2	8	9	1	3
20001173803	1173803	34	-1	0	1	0	0	5	1	-1	1	2	1	1	-1	1	1	4	-1	5	3	8	9	6	5	2
20001173810	1173810	15	-1	0	1	0	0	6	1	-1	4	1	3	1	-1	5	1	9	-1	5	2	2	9	9	1	4
20001173827	1173827	43	-1	0	0	0	0	7	1	-1	2	2	4	1	-1	1	1	4	-1	2	2	3	9	9	1	2
20001173834	1173834	48	-1	0	0	0	0	3	2	-1	1	2	1	2	-1	6	1	4	-1	3	6	8	5	2	2	3
20001173841	1173841	20	-1	0	0	0	0	3	2	-1	2	2	3	2	-1	2	6	4	-1	3	5	3	6	7	1	2
20001173858	1173858	18	-1	0	1	0	0	6	2	-1	2	1	3	1	-1	2	1	5	-1	4	3	3	4	2	1	2
20001173865	1173865	15	-1	0	0	0	0	5	2	-1	4	2	1	1	-1	2	1	7	-1	5	3	3	5	7	2	2
20001173872	1173872	37	-1	0	1	0	0	2	2	-1	1	1	3	2	-1	7	7	5	-1	4	3	4	7	9	1	4
20001173889	1173889	31	-1	0	1	0	0	4	1	-1	2	2	1	2	-1	1	3	5	-1	5	4	8	9	3	2	2
20001173896	1173896	15	-1	0	0	0	0	5	1	-1	1	4	4	1	-1	1	4	4	-1	4	2	8	9	9	3	3
20001173902	1173902	15	-1	0	0	0	0	7	1	-1	2	2	1	2	-1	2	4	3	-1	2	7	8	2	2	5	4
20001173919	1173919	36	-1	0	0	0	0	5	2	-1	2	2	3	2	-1	1	6	4	-1	4	7	8	3	3	3	1
20001173926	1173926	47	-1	0	0	0	0	4	1	-1	1	2	1	1	-1	1	1	8	-1	4	3	2	7	9	1	2
20001173933	1173933	49	-1	0	0	0	0	3	1	-1	2	2	1	2	-1	1	1	4	-1	4	3	8	7	7	1	4
20001173940	1173940	48	-1	1	0	0	0	5	1	-1	2	2	1	2	-1	1	1	3	-1	4	7	8	1	1	5	2
20001173957	1173957	37	-1	0	1	0	0	9	1	-1	2	2	1	1	-1	6	1	5	-1	5	6	8	2	3	5	4
20001173964	1173964	31	-1	0	1	1	31	7	1	-1	2	2	1	2	-1	6	4	4	-1	4	5	5	5	3	1	3
20001173971	1173971	27	-1	0	0	0	0	6	1	-1	1	4	3	1	-1	1	1	0	-1	4	0	0	7	9	1	2
20001173988	1173988	11	-1	0	1	0	0	4	1	-1	2	2	1	1	-1	1	1	6	-1	6	4	8	8	7	1	4
20001173995	1173995	36	-1	0	0	0	0	4	2	-1	2	2	3	1	-1	1	1	7	-1	3	3	0	5	3	1	2
20001174004	1174004	27	-1	0	0	0	0	5	2	-1	2	1	1	1	-1	2	1	5	-1	4	3	8	7	2	1	2
20001174011	1174011	46	-1	0	0	0	0	4	2	-1	2	2	3	1	-1	3	6	4	-1	5	6	8	3	3	5	2
20001174028	1174028	13	-1	0	1	0	0	4	2	-1	1	1	3	1	-1	1	6	5	-1	5	3	8	7	8	1	2
20001174035	1174035	10	-1	0	0	0	0	4	1	-1	2	2	1	1	-1	5	1	5	-1	4	6	7	6	3	5	2
20001174042	1174042	75	-1	0	0	0	0	4	1	-1	2	1	3	1	-1	1	6	9	-1	5	2	8	9	7	1	4
20001174059	1174059	14	-1	0	0	0	0	4	2	-1	1	1	1	2	-1	7	1	5	-1	6	3	8	8	5	4	2
20001174066	1174066	51	-1	0	0	0	0	4	2	-1	1	2	3	1	-1	1	6	4	-1	4	3	2	9	7	1	4
20001174073	1174073	10	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	6	1	7	-1	4	3	3	9	9	1	2
20001174080	1174080	15	-1	0	1	0	0	5	1	-1	1	1	3	1	-1	3	4	8	-1	5	2	2	9	9	1	2
20001174097	1174097	15	-1	0	0	0	0	5	1	-1	1	1	3	1	-1	1	4	9	-1	5	2	3	9	9	1	3
20001174103	1174103	6	-1	0	0	0	0	4	2	-1	3	1	3	1	-1	2	6	6	-1	4	3	4	7	7	1	3
20001174110	1174110	15	-1	0	0	0	0	4	2	-1	1	1	3	2	-1	5	6	9	-1	4	2	8	9	6	1	2
20001174127	1174127	15	-1	0	0	0	0	3	2	-1	3	2	3	2	-1	1	1	6	-1	4	4	8	9	9	1	2
20001174134	1174134	15	-1	0	0	0	0	4	2	-1	1	2	1	1	-1	1	1	7	-1	4	2	8	9	7	1	3
20001174141	1174141	19	-1	0	0	0	0	2	2	-1	1	1	3	2	-1	6	4	5	-1	4	3	4	9	7	1	4
20001174158	1174158	22	-1	0	1	0	0	1	2	-1	1	6	4	2	-1	1	1	5	-1	3	3	3	9	8	2	4
20001174165	1174165	49	-1	0	0	0	0	3	1	-1	2	2	1	2	-1	1	1	4	-1	5	2	4	9	7	1	4
20001174172	1174172	57	-1	0	0	0	0	7	2	-1	2	2	2	1	-1	1	1	3	-1	4	5	8	2	4	1	4
20001174189	1174189	17	-1	0	1	0	0	5	1	-1	1	1	3	1	-1	5	1	7	-1	6	3	3	7	7	2	4
20001174196	1174196	36	-1	0	0	0	0	3	2	-1	5	1	3	2	-1	2	1	4	-1	4	4	8	5	4	1	2
20001174202	1174202	11	-1	0	0	0	0	3	1	-1	1	1	1	2	-1	1	1	7	-1	4	2	3	7	7	5	3
20001174219	1174219	5	-1	0	0	0	0	4	1	-1	2	2	3	1	-1	7	2	4	-1	3	4	8	2	2	1	2
20001174226	1174226	37	-1	0	0	0	0	5	1	-1	2	2	3	1	-1	8	1	9	-1	6	2	8	3	3	5	2
20001174233	1174233	31	-1	0	1	0	0	4	1	-1	2	2	3	2	-1	5	6	3	-1	5	6	6	5	5	5	4
20001174240	1174240	34	-1	0	0	0	0	2	1	-1	1	2	1	2	-1	1	3	5	-1	4	3	8	2	2	1	4
20001174257	1174257	36	-1	0	0	0	0	4	1	-1	2	2	3	2	-1	1	6	2	-1	1	5	5	2	2	1	2
20001174264	1174264	49	-1	0	0	0	0	4	1	-1	2	2	3	1	-1	2	1	4	-1	1	4	8	7	3	5	4
20001174271	1174271	57	-1	0	0	0	0	6	1	-1	2	2	1	2	-1	1	6	4	-1	4	4	1	2	2	1	2
20001174288	1174288	14	-1	0	0	0	0	2	2	-1	2	3	3	1	-1	5	6	4	-1	4	2	8	9	7	1	2
20001174295	1174295	37	-1	0	1	1	37	9	1	-1	2	3	4	1	-1	8	7	7	-1	5	6	8	3	3	5	4
20001174301	1174301	21	-1	0	0	0	0	7	2	-1	2	2	3	1	-1	8	1	5	-1	5	0	8	3	3	1	2
20001174318	1174318	15	-1	0	0	0	0	3	2	-1	1	1	3	1	-1	5	4	8	-1	4	2	8	9	6	1	3
20001174325	1174325	21	-1	0	0	0	0	4	2	-1	1	1	3	1	-1	1	6	5	-1	5	3	4	8	9	1	3
20001174332	1174332	15	-1	0	0	0	0	4	1	-1	1	1	3	1	-1	5	1	7	-1	4	2	8	9	5	1	2
20001174349	1174349	15	-1	0	1	0	0	5	2	-1	1	1	3	1	-1	7	4	8	-1	5	2	3	8	9	3	4
20001174356	1174356	31	-1	0	1	0	0	3	1	-1	2	2	3	2	-1	1	4	5	-1	5	4	0	7	7	5	2
20001174363	1174363	14	-1	0	0	0	0	4	1	-1	1	2	3	2	-1	1	1	7	-1	5	4	4	9	9	1	4
20001174370	1174370	15	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	7	4	7	-1	5	4	4	9	9	1	4
20001174387	1174387	12	-1	0	0	0	0	3	2	-1	4	2	1	2	-1	5	6	5	-1	6	3	8	9	7	1	2
20001174394	1174394	36	-1	0	1	1	36	5	1	-1	2	2	3	1	-1	2	3	4	-1	3	2	4	7	7	1	2
20001174400	1174400	10	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	8	6	7	-1	3	2	8	6	9	1	2
20001174417	1174417	50	-1	0	0	0	0	7	1	-1	3	1	1	1	-1	2	3	5	-1	6	6	7	6	3	5	2
20001174424	1174424	45	-1	0	0	0	0	4	2	-1	1	2	1	1	-1	6	1	4	-1	5	3	8	8	7	1	4
20001174431	1174431	49	-1	0	1	0	0	4	1	-1	4	1	3	1	-1	2	3	4	-1	4	3	8	9	5	1	2
20001174448	1174448	34	-1	0	0	0	0	3	1	-1	2	1	1	2	-1	1	1	7	-1	4	4	8	7	5	5	2
20001174455	1174455	15	-1	0	0	0	0	3	1	-1	1	1	3	1	-1	5	1	9	-1	4	2	8	9	9	1	2
20001174462	1174462	48	-1	0	0	0	0	3	2	-1	2	1	3	2	-1	6	6	8	-1	4	2	8	9	7	1	4
20001174479	1174479	15	-1	0	0	0	0	4	1	-1	3	2	1	2	-1	1	1	5	-1	4	4	3	3	7	3	2
20001174486	1174486	36	-1	0	0	0	0	3	1	-1	2	2	3	2	-1	1	3	4	-1	5	6	8	3	2	5	4
20001174493	1174493	37	-1	1	1	1	37	3	1	-1	2	2	3	2	-1	3	1	2	-1	5	6	8	3	3	2	2
20001174509	1174509	15	-1	0	0	0	0	2	1	-1	2	2	3	2	-1	1	4	1	-1	4	5	8	2	2	1	2
20001174516	1174516	46	-1	0	0	0	0	4	2	-1	2	2	3	1	-1	7	6	5	-1	6	3	3	9	4	3	2
20001174523	1174523	38	-1	0	0	0	0	5	2	-1	2	2	2	2	-1	1	4	3	-1	4	6	7	5	4	3	4
20001174530	1174530	36	-1	0	0	0	0	8	2	-1	2	2	1	1	-1	3	7	2	-1	2	6	8	2	3	5	2
20001174547	1174547	36	-1	0	0	0	0	4	2	-1	2	2	3	1	-1	1	3	5	-1	3	5	8	5	4	1	2
20001174554	1174554	14	-1	0	0	0	0	6	1	-1	1	1	3	1	-1	1	1	8	-1	5	3	8	8	7	1	3
20001174561	1174561	34	-1	0	1	0	0	4	1	-1	2	2	1	1	-1	7	1	5	-1	4	2	8	9	7	1	4
20001174578	1174578	48	-1	0	0	0	0	3	2	-1	5	1	3	2	-1	5	1	4	-1	4	6	3	5	9	1	4
20001174585	1174585	48	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	1	7	-1	5	2	8	8	7	1	3
20001174592	1174592	6	-1	0	0	0	0	4	1	-1	2	4	3	2	-1	2	1	5	-1	4	4	4	8	9	1	2
20001174608	1174608	34	-1	0	0	0	0	5	1	-1	4	2	1	1	-1	1	1	8	-1	4	3	3	7	9	3	2
20001174615	1174615	12	-1	0	0	0	0	3	1	-1	1	2	1	2	-1	1	6	3	-1	5	3	8	6	7	2	2
20001174622	1174622	36	-1	0	0	0	0	5	1	-1	2	2	3	2	-1	8	5	4	-1	6	6	8	3	3	5	2
20001174639	1174639	13	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	5	3	8	-1	4	2	2	9	9	1	2
20001174646	1174646	6	-1	0	1	0	0	5	2	-1	1	1	3	1	-1	1	6	8	-1	4	2	8	9	8	1	2
20001174653	1174653	34	-1	0	1	0	0	5	1	-1	2	2	1	1	-1	1	1	5	-1	5	2	4	9	7	5	3
20001174660	1174660	75	-1	0	0	0	0	5	2	-1	4	1	3	1	-1	1	7	8	-1	4	3	3	7	9	1	4
20001174677	1174677	75	-1	0	0	0	0	5	2	-1	3	1	3	1	-1	1	4	6	-1	4	4	4	7	9	1	4
20001174684	1174684	34	-1	0	0	0	0	3	1	-1	3	2	3	2	-1	1	6	4	-1	4	5	8	3	3	1	2
20001174691	1174691	42	-1	0	0	0	0	4	1	-1	1	2	1	1	-1	8	1	5	-1	3	3	3	9	9	5	4
20001174707	1174707	15	-1	0	0	0	0	7	2	-1	3	2	1	1	-1	2	6	4	-1	3	4	8	7	7	5	2
20001174714	1174714	48	-1	0	0	0	0	5	1	-1	1	2	1	1	-1	5	1	4	-1	5	6	8	3	3	1	4
20001174721	1174721	41	-1	0	0	0	0	3	1	-1	2	1	3	2	-1	1	1	7	-1	4	5	5	9	8	2	4
20001174738	1174738	9	-1	0	0	0	0	3	2	-1	4	2	3	2	-1	3	1	8	-1	5	3	3	9	8	1	2
20001174745	1174745	15	-1	0	0	0	0	5	2	-1	2	2	1	1	-1	1	1	5	-1	3	2	8	5	3	5	4
20001174752	1174752	43	-1	0	0	0	0	2	2	-1	2	2	1	1	-1	1	6	5	-1	5	4	4	7	5	1	4
20001174769	1174769	40	-1	0	1	0	0	7	1	-1	2	2	1	1	-1	6	6	3	-1	4	7	8	2	3	2	2
20001174776	1174776	27	-1	0	0	0	0	3	1	-1	1	2	1	1	-1	5	1	3	-1	4	4	8	7	7	1	3
20001174783	1174783	31	-1	0	1	0	0	4	2	-1	2	2	3	2	-1	2	4	2	-1	4	8	8	2	5	5	2
20001174790	1174790	11	-1	0	0	0	0	4	1	-1	2	2	1	1	-1	8	7	5	-1	5	4	4	9	9	3	3
20001174806	1174806	12	-1	0	0	0	0	6	1	-1	2	2	1	2	-1	5	0	0	-1	0	0	0	0	0	5	2
20001174813	1174813	15	-1	0	0	0	0	4	2	-1	2	1	3	1	-1	1	1	5	-1	5	2	3	9	9	1	4
20001174820	1174820	15	-1	0	0	0	0	3	2	-1	2	2	1	1	-1	1	1	5	-1	4	6	3	5	9	1	4
20001174837	1174837	49	-1	0	1	0	0	3	1	-1	3	2	1	1	-1	1	1	6	-1	5	2	3	9	9	1	2
20001174844	1174844	6	-1	0	0	0	0	5	2	-1	2	0	3	1	-1	2	1	4	-1	5	3	8	3	5	5	2
20001174851	1174851	36	-1	0	0	0	0	8	2	-1	2	2	1	1	-1	3	1	4	-1	5	3	6	3	3	5	4
20001174868	1174868	31	-1	0	1	1	31	5	2	-1	2	2	3	1	-1	1	6	4	-1	4	6	8	7	8	5	2
20001174875	1174875	15	-1	0	0	0	0	2	2	-1	1	1	3	2	-1	5	1	5	-1	4	2	0	7	7	1	2
20001174882	1174882	45	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	6	1	9	-1	5	2	3	9	9	1	2
20001174899	1174899	48	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	1	7	-1	4	2	8	9	7	1	2
20001174905	1174905	37	-1	0	1	0	0	7	1	-1	2	2	1	2	-1	2	3	4	-1	3	0	8	7	3	1	3
20001174912	1174912	37	-1	0	1	0	0	2	2	-1	3	6	1	2	-1	8	5	4	-1	5	3	4	6	9	1	1
20001174929	1174929	10	-1	0	1	0	0	4	1	-1	1	1	3	2	-1	2	1	4	-1	6	6	3	9	9	1	4
20001174936	1174936	36	-1	0	0	0	0	7	1	-1	2	2	1	2	-1	1	1	5	-1	5	4	4	4	5	4	2
20001174943	1174943	36	-1	0	0	0	0	3	2	-1	2	2	3	2	-1	1	6	4	-1	4	6	8	2	2	1	2
20001174950	1174950	26	-1	0	0	0	0	4	2	-1	4	1	3	1	-1	3	1	7	-1	4	2	2	7	9	1	4
20001174967	1174967	15	-1	0	0	0	0	6	1	-1	2	2	1	1	-1	1	6	4	-1	4	3	8	7	4	5	4
20001174974	1174974	49	-1	0	1	0	0	6	1	-1	1	1	3	1	-1	5	6	7	-1	4	2	3	9	9	1	2
20001174981	1174981	26	-1	0	0	0	0	7	1	-1	2	2	1	1	-1	8	6	5	-1	4	5	3	7	9	1	4
20001174998	1174998	31	-1	0	1	0	0	9	1	-1	2	2	4	2	-1	7	4	5	-1	5	3	8	2	2	5	1
20001175007	1175007	14	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	5	6	6	-1	4	1	8	9	7	1	4
20001175014	1175014	15	-1	0	0	0	0	3	2	-1	1	1	3	1	-1	1	1	9	-1	5	2	2	9	9	1	3
20001175021	1175021	9	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	7	6	7	-1	3	3	3	7	7	1	4
20001175038	1175038	15	-1	0	0	0	0	3	2	-1	1	1	3	1	-1	1	1	9	-1	4	2	2	9	9	1	4
20001175045	1175045	34	-1	0	1	0	0	3	1	-1	4	1	3	2	-1	1	1	9	-1	5	3	4	8	9	1	3
20001175052	1175052	48	-1	0	1	0	0	3	2	-1	1	1	3	2	-1	5	1	9	-1	6	2	3	9	9	1	2
20001175069	1175069	42	-1	0	0	0	0	3	1	-1	2	1	3	2	-1	5	1	8	-1	4	3	8	9	7	1	4
20001175076	1175076	14	-1	0	0	0	0	4	2	-1	3	1	3	2	-1	1	1	7	-1	5	2	4	9	7	1	1
