INSCRI2	INSCRI	OPC1	PAAIS	ISENTOS	APROVF2	MATR	CURPAS	IDADE	SEXO	RACA	ENSFUND	ENSMED	TIPOMED	FEZCPV	TIPOCPV	OPCUNICAMP	MOTCARR	RENDA	RBRUTA	QTSVIVEM	CATPAI	CATMAE	INSTRPAI	INSTRMAE	TRABALHA	LEJORNAL
20001127602	1127602	2	-1	0	1	0	0	2	1	-1	1	1	3	1	-1	3	4	9	-1	6	2	2	9	9	1	4
20001127619	1127619	48	-1	0	0	0	0	7	1	-1	2	2	1	2	-1	6	6	6	-1	6	6	6	4	4	5	3
20001127626	1127626	20	-1	0	0	0	0	9	2	-1	3	3	2	2	-1	1	6	9	-1	4	2	8	2	2	4	1
20001127633	1127633	19	-1	0	0	0	0	7	2	-1	2	2	2	2	-1	2	1	4	-1	4	6	8	3	3	2	2
20001127640	1127640	26	-1	0	0	0	0	6	2	-1	1	4	3	2	-1	2	6	3	-1	2	3	4	9	9	1	2
20001127657	1127657	6	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	7	1	8	-1	6	1	4	9	9	1	4
20001127664	1127664	39	-1	0	0	0	0	3	1	-1	2	1	1	2	-1	2	3	9	-1	5	3	4	9	9	5	3
20001127671	1127671	15	-1	0	0	0	0	4	2	-1	5	1	3	1	-1	5	4	5	-1	4	3	3	9	9	1	2
20001127688	1127688	34	-1	0	0	0	0	5	1	-1	2	2	3	1	-1	1	6	7	-1	5	5	8	7	6	5	4
20001127695	1127695	21	-1	0	0	0	0	5	2	-1	2	1	1	1	-1	5	6	5	-1	5	3	8	7	4	3	2
20001127701	1127701	7	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	8	6	6	-1	5	3	8	7	7	1	3
20001127718	1127718	34	-1	0	0	0	0	3	1	-1	1	1	1	2	-1	1	1	5	-1	4	4	8	9	4	1	2
20001127725	1127725	27	-1	0	0	0	0	4	2	-1	1	1	3	2	-1	2	6	7	-1	5	3	4	6	9	1	2
20001127732	1127732	6	-1	0	0	0	0	4	1	-1	4	3	3	1	-1	1	6	7	-1	5	3	3	7	9	1	2
20001127749	1127749	38	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	5	1	4	-1	4	7	6	4	4	5	3
20001127756	1127756	44	-1	0	0	0	0	3	1	-1	6	2	3	2	-1	6	4	4	-1	4	6	3	7	8	1	3
20001127763	1127763	49	-1	0	1	0	0	9	1	-1	2	3	1	2	-1	2	1	5	-1	4	3	4	5	5	5	4
20001127770	1127770	46	-1	0	1	0	0	8	1	-1	2	2	1	1	-1	2	6	4	-1	3	5	8	3	3	5	3
20001127787	1127787	21	-1	0	0	0	0	3	2	-1	3	3	3	1	-1	1	1	3	-1	4	7	8	4	7	1	3
20001127794	1127794	16	-1	0	1	1	16	4	2	-1	1	1	3	1	-1	5	7	9	-1	5	2	2	9	9	1	2
20001127800	1127800	8	-1	0	0	0	0	5	1	-1	1	1	3	2	-1	2	6	4	-1	4	2	3	9	9	1	2
20001127817	1127817	12	-1	0	0	0	0	6	1	-1	2	2	3	1	-1	2	1	5	-1	5	6	8	3	3	1	3
20001127824	1127824	6	-1	0	1	0	0	3	2	-1	1	1	3	2	-1	1	4	6	-1	4	3	3	6	9	2	1
20001127831	1127831	13	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	1	7	6	-1	3	3	7	2	2	1	2
20001127848	1127848	42	-1	0	0	0	0	5	1	-1	3	1	3	1	-1	1	3	6	-1	3	4	4	7	9	1	4
20001127855	1127855	13	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	1	9	-1	5	2	8	9	9	1	2
20001127862	1127862	13	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	1	4	-1	3	3	3	4	9	2	2
20001127879	1127879	16	-1	0	0	0	0	4	1	-1	1	1	1	1	-1	8	7	9	-1	4	1	4	8	7	1	4
20001127886	1127886	56	-1	0	0	0	0	3	2	-1	4	4	3	2	-1	5	5	8	-1	5	2	3	7	9	2	4
20001127893	1127893	57	-1	0	0	0	0	4	2	-1	2	2	1	1	-1	2	5	4	-1	5	8	7	5	3	5	2
20001127909	1127909	45	-1	0	1	1	45	5	2	-1	2	2	1	1	-1	2	1	4	-1	4	4	8	6	5	5	3
20001127916	1127916	2	-1	0	1	0	0	8	1	-1	2	2	3	1	-1	2	7	3	-1	3	0	8	3	3	5	2
20001127923	1127923	20	-1	0	1	0	0	1	2	-1	1	1	3	2	-1	1	1	8	-1	5	3	3	9	9	1	4
20001127930	1127930	27	-1	0	1	0	0	4	1	-1	1	1	3	2	-1	6	1	9	-1	5	3	3	9	9	1	4
20001127947	1127947	34	-1	0	0	0	0	4	1	-1	2	1	6	2	-1	1	6	4	-1	5	3	3	6	7	5	2
20001127954	1127954	44	-1	0	0	0	0	7	2	-1	1	1	1	1	-1	5	4	5	-1	4	6	4	7	7	5	2
20001127961	1127961	36	-1	0	0	0	0	3	1	-1	2	2	1	2	-1	6	6	4	-1	3	4	4	8	7	2	2
20001127978	1127978	11	-1	0	0	0	0	3	1	-1	3	2	3	2	-1	1	1	4	-1	3	4	8	7	9	2	3
20001127985	1127985	44	-1	0	1	1	44	4	1	-1	3	3	3	1	-1	2	4	4	-1	5	6	6	3	8	1	2
20001127992	1127992	41	-1	0	0	0	0	7	1	-1	2	1	1	2	-1	1	1	7	-1	6	2	2	7	6	5	2
20001128001	1128001	57	-1	0	0	0	0	7	2	-1	2	2	3	1	-1	2	3	5	-1	4	7	8	3	3	5	2
20001128018	1128018	45	-1	0	1	0	0	4	2	-1	1	1	3	1	-1	2	1	6	-1	5	3	8	5	7	1	2
20001128025	1128025	21	-1	0	1	0	0	4	2	-1	1	2	1	1	-1	6	6	7	-1	4	2	8	9	9	1	2
20001128032	1128032	15	-1	0	1	0	0	4	2	-1	1	1	3	2	-1	5	1	9	-1	5	2	2	8	7	1	2
20001128049	1128049	9	-1	0	0	0	0	4	1	-1	1	1	3	2	-1	1	7	7	-1	4	2	3	8	9	1	4
20001128056	1128056	42	-1	0	0	0	0	3	1	-1	1	1	3	2	-1	1	1	8	-1	5	2	8	9	9	4	2
20001128063	1128063	11	-1	0	1	0	0	3	1	-1	4	4	3	2	-1	6	1	8	-1	5	3	3	9	9	1	1
20001128070	1128070	48	-1	0	0	0	0	4	2	-1	2	2	3	2	-1	0	4	3	-1	5	3	8	4	3	1	1
20001128087	1128087	12	-1	0	0	0	0	4	1	-1	3	1	3	1	-1	1	1	6	-1	5	3	8	9	9	1	2
20001128094	1128094	13	-1	0	0	0	0	5	2	-1	2	4	3	1	-1	5	6	4	-1	5	2	4	9	9	1	2
20001128100	1128100	29	-1	0	0	0	0	9	2	-1	2	2	3	1	-1	2	6	4	-1	6	6	8	3	3	2	3
20001128117	1128117	30	-1	0	0	0	0	4	2	-1	5	1	3	2	-1	1	6	6	-1	2	3	8	8	4	2	2
20001128124	1128124	50	-1	0	0	0	0	7	2	-1	2	2	1	2	-1	2	1	5	-1	2	3	6	8	3	5	2
20001128131	1128131	45	-1	0	1	1	45	3	1	-1	1	1	3	2	-1	5	1	4	-1	4	2	2	9	9	1	1
20001128148	1128148	75	-1	0	0	0	0	4	1	-1	3	2	3	1	-1	5	4	8	-1	4	3	3	8	9	1	2
20001128155	1128155	17	-1	0	0	0	0	3	2	-1	2	2	3	2	-1	2	1	3	-1	5	4	4	3	3	1	4
20001128162	1128162	21	-1	0	0	0	0	3	2	-1	2	2	3	2	-1	1	1	3	-1	4	6	8	5	6	1	4
20001128179	1128179	22	-1	0	0	0	0	5	1	-1	2	2	3	2	-1	5	1	4	-1	5	2	2	9	8	3	2
20001128186	1128186	45	-1	0	1	0	0	6	1	-1	2	1	1	1	-1	2	1	6	-1	4	2	5	7	7	5	2
20001128193	1128193	42	-1	0	1	0	0	4	1	-1	1	1	1	1	-1	1	3	7	-1	4	4	8	8	5	5	2
20001128209	1128209	42	-1	0	1	1	42	8	1	-1	1	2	1	2	-1	3	7	6	-1	4	8	8	3	3	4	3
20001128216	1128216	47	-1	0	0	0	0	3	2	-1	2	2	3	2	-1	2	3	4	-1	6	4	8	2	2	5	2
20001128223	1128223	30	-1	0	1	0	0	5	1	-1	2	4	3	2	-1	6	1	5	-1	5	3	3	5	7	2	2
20001128230	1128230	51	-1	0	0	0	0	3	1	-1	2	1	1	2	-1	6	1	4	-1	6	6	8	7	6	3	3
20001128247	1128247	45	-1	1	0	0	0	6	2	-1	3	2	3	2	-1	0	0	3	-1	4	4	4	4	8	1	2
20001128254	1128254	34	-1	0	1	0	0	4	2	-1	1	1	3	2	-1	1	3	9	-1	3	2	2	9	9	1	4
20001128261	1128261	30	-1	0	1	1	30	8	1	-1	1	1	3	2	-1	3	1	5	-1	2	3	4	9	7	5	3
20001128278	1128278	51	-1	0	0	0	0	9	1	-1	2	2	3	2	-1	2	7	4	-1	2	8	8	5	3	5	2
20001128285	1128285	46	-1	0	0	0	0	5	2	-1	3	2	3	1	-1	5	6	3	-1	6	5	8	6	4	1	4
20001128292	1128292	15	-1	0	0	0	0	3	2	-1	4	1	3	2	-1	1	1	5	-1	4	4	4	9	9	1	2
20001128308	1128308	49	-1	0	0	0	0	7	1	-1	1	1	4	1	-1	1	6	9	-1	4	2	3	8	8	1	2
20001128315	1128315	21	-1	0	0	0	0	4	2	-1	2	2	1	1	-1	5	6	3	-1	5	6	8	4	3	1	2
20001128322	1128322	57	-1	0	0	0	0	4	2	-1	2	2	1	1	-1	2	7	4	-1	5	6	8	5	5	5	2
20001128339	1128339	11	-1	0	1	0	0	9	1	-1	1	1	3	2	-1	1	1	5	-1	4	4	3	7	9	4	4
20001128346	1128346	20	-1	0	1	1	20	9	2	-1	3	1	1	2	-1	6	4	6	-1	2	6	8	2	4	2	3
20001128353	1128353	13	-1	0	1	0	0	4	2	-1	1	1	3	1	-1	2	1	5	-1	3	0	3	0	9	1	4
20001128360	1128360	15	-1	0	0	0	0	7	2	-1	2	2	3	1	-1	6	4	4	-1	4	4	2	5	9	1	2
20001128377	1128377	30	-1	1	0	0	0	7	2	-1	2	2	1	2	-1	5	7	3	-1	1	6	7	4	4	5	4
20001128384	1128384	42	-1	0	0	0	0	3	2	-1	1	1	1	1	-1	2	1	5	-1	4	6	8	4	7	1	4
20001128391	1128391	34	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	1	6	-1	4	3	8	8	7	1	2
20001128407	1128407	44	-1	0	0	0	0	8	1	-1	5	1	4	2	-1	7	4	5	-1	5	8	8	3	3	5	4
20001128414	1128414	10	-1	0	0	0	0	3	1	-1	1	1	3	2	-1	2	1	7	-1	4	5	8	9	9	1	4
20001128421	1128421	27	-1	0	1	0	0	3	1	-1	1	1	3	2	-1	5	1	5	-1	5	2	2	9	8	1	4
20001128438	1128438	45	-1	0	0	0	0	5	1	-1	2	2	3	1	-1	1	1	5	-1	4	0	8	8	3	5	2
20001128445	1128445	20	-1	0	0	0	0	3	2	-1	2	2	3	2	-1	2	1	4	-1	4	7	4	5	8	1	2
20001128452	1128452	15	-1	0	0	0	0	6	1	-1	1	1	3	1	-1	8	1	9	-1	2	2	4	9	9	1	2
20001128469	1128469	51	-1	0	0	0	0	3	2	-1	2	2	3	1	-1	7	5	4	-1	5	5	6	7	3	1	4
20001128476	1128476	22	-1	0	0	0	0	6	1	-1	1	3	3	1	-1	1	6	5	-1	3	2	3	9	9	5	1
20001128483	1128483	5	-1	0	0	0	0	4	1	-1	1	1	3	1	-1	5	4	6	-1	4	3	8	8	7	5	4
20001128490	1128490	27	-1	0	0	0	0	6	2	-1	4	2	1	2	-1	1	1	6	-1	5	3	3	8	9	1	2
20001128506	1128506	45	-1	0	1	0	0	3	2	-1	3	1	3	2	-1	1	1	7	-1	4	2	4	9	9	1	4
20001128513	1128513	2	-1	0	1	0	0	5	2	-1	1	1	3	2	-1	1	1	8	-1	3	3	8	7	7	1	2
20001128520	1128520	34	-1	0	1	0	0	2	1	-1	1	1	3	2	-1	5	6	8	-1	5	0	2	9	9	1	4
20001128537	1128537	21	-1	0	1	1	21	5	2	-1	1	2	1	1	-1	2	6	5	-1	4	3	3	9	8	1	2
20001128544	1128544	21	-1	0	1	1	21	5	2	-1	2	2	1	1	-1	5	1	7	-1	3	5	8	7	7	1	2
20001128551	1128551	19	-1	0	1	1	19	4	2	-1	1	1	3	1	-1	1	1	6	-1	5	3	3	7	7	1	2
20001128568	1128568	15	-1	0	0	0	0	3	1	-1	1	1	3	1	-1	2	6	4	-1	5	2	2	9	9	2	4
20001128575	1128575	15	-1	0	0	0	0	7	2	-1	1	1	3	1	-1	2	4	9	-1	4	2	2	8	9	2	2
20001128582	1128582	26	-1	0	0	0	0	5	2	-1	1	1	1	1	-1	1	1	5	-1	6	3	8	7	7	1	2
20001128599	1128599	50	-1	0	0	0	0	7	2	-1	2	2	1	2	-1	1	1	6	-1	4	5	8	7	5	3	2
20001128605	1128605	75	-1	0	0	0	0	3	2	-1	2	2	3	1	-1	1	1	7	-1	5	1	8	8	4	1	2
20001128612	1128612	57	-1	0	0	0	0	9	2	-1	2	2	2	2	-1	0	1	4	-1	1	3	8	9	2	5	4
20001128629	1128629	43	-1	0	0	0	0	5	2	-1	3	1	1	2	-1	2	7	5	-1	5	6	8	2	2	5	3
20001128636	1128636	15	-1	0	0	0	0	5	1	-1	2	2	3	1	-1	6	1	4	-1	4	4	4	3	5	1	4
20001128643	1128643	34	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	1	3	5	-1	6	5	7	3	3	5	2
20001128650	1128650	27	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	1	5	-1	4	2	8	8	7	1	2
20001128667	1128667	25	-1	0	0	0	0	4	2	-1	1	1	3	2	-1	2	6	4	-1	5	3	3	9	8	1	1
20001128674	1128674	47	-1	0	1	0	0	5	1	-1	1	1	3	2	-1	1	7	9	-1	4	2	2	9	9	1	2
20001128681	1128681	49	-1	0	0	0	0	4	1	-1	3	2	1	1	-1	3	6	7	-1	4	3	3	8	9	1	2
20001128698	1128698	51	-1	0	1	0	0	9	1	-1	1	1	1	1	-1	7	1	5	-1	4	6	8	2	3	5	4
20001128704	1128704	49	-1	0	1	1	49	5	1	-1	1	1	1	1	-1	8	6	9	-1	4	3	3	9	9	1	3
20001128711	1128711	45	-1	0	0	0	0	4	1	-1	1	1	3	1	-1	1	1	5	-1	5	4	8	6	3	1	2
20001128728	1128728	27	-1	0	0	0	0	3	1	-1	5	2	1	2	-1	8	1	6	-1	6	4	4	8	9	1	3
20001128735	1128735	19	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0
20001128742	1128742	29	-1	0	0	0	0	7	2	-1	1	2	3	2	-1	6	6	4	-1	4	3	8	6	6	1	2
20001128759	1128759	56	-1	0	0	0	0	9	1	-1	2	2	3	2	-1	1	6	7	-1	3	1	3	8	8	5	4
20001128766	1128766	14	-1	0	0	0	0	4	2	-1	2	2	3	2	-1	1	6	7	-1	3	2	2	9	9	3	2
20001128773	1128773	22	-1	0	1	0	0	5	2	-1	4	3	3	1	-1	1	1	7	-1	4	2	2	8	9	3	3
20001128780	1128780	22	-1	0	0	0	0	5	1	-1	4	2	1	2	-1	1	1	3	-1	4	3	6	8	9	2	2
20001128797	1128797	29	-1	0	0	0	0	8	1	-1	3	2	3	2	-1	2	7	5	-1	6	6	7	3	3	2	2
20001128803	1128803	37	-1	0	1	1	37	6	1	-1	2	1	1	1	-1	5	7	6	-1	4	6	4	4	3	5	4
20001128810	1128810	8	-1	0	0	0	0	8	2	-1	2	2	3	1	-1	1	1	8	-1	4	5	5	2	3	1	1
20001128827	1128827	19	-1	0	0	0	0	2	2	-1	2	4	1	2	-1	7	1	5	-1	3	3	4	7	7	1	4
20001128834	1128834	23	-1	0	1	1	23	4	2	-1	4	1	3	1	-1	6	1	9	-1	5	2	3	9	9	1	3
20001128841	1128841	15	-1	0	0	0	0	7	2	-1	2	2	3	1	-1	5	4	7	-1	5	4	3	2	9	1	3
20001128858	1128858	14	-1	0	0	0	0	4	1	-1	2	4	3	2	-1	5	6	6	-1	5	2	3	9	9	1	2
20001128865	1128865	44	-1	0	0	0	0	7	2	-1	2	2	2	1	-1	3	4	3	-1	2	6	4	3	9	2	2
20001128872	1128872	50	-1	0	0	0	0	5	2	-1	2	2	1	1	-1	3	6	5	-1	4	4	3	8	8	5	1
20001128889	1128889	25	-1	0	0	0	0	5	1	-1	2	2	3	2	-1	2	6	5	-1	4	3	8	5	9	0	2
20001128896	1128896	22	-1	0	0	0	0	4	1	-1	5	2	1	2	-1	2	6	4	-1	5	3	4	8	6	1	2
20001128902	1128902	42	-1	0	1	0	0	6	1	-1	2	1	1	1	-1	1	6	4	-1	2	6	6	7	5	5	2
20001128919	1128919	44	-1	0	1	1	44	4	2	-1	2	2	1	1	-1	1	1	4	-1	5	7	8	1	2	5	2
20001128926	1128926	14	-1	0	0	0	0	4	2	-1	1	1	3	2	-1	1	1	6	-1	5	2	4	9	8	1	2
20001128933	1128933	15	-1	0	0	0	0	3	1	-1	2	1	3	1	-1	1	4	7	-1	5	3	8	3	5	1	4
20001128940	1128940	50	-1	0	0	0	0	4	2	-1	2	2	1	2	-1	2	4	5	-1	4	6	8	8	6	5	3
20001128957	1128957	15	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	0	1	7	-1	4	3	3	9	8	1	2
20001128964	1128964	44	-1	0	0	0	0	8	1	-1	2	2	3	2	-1	5	6	4	-1	5	5	8	2	6	5	2
20001128971	1128971	17	-1	0	0	0	0	4	2	-1	1	1	3	2	-1	1	6	9	-1	5	2	0	9	9	1	4
20001128988	1128988	42	-1	0	0	0	0	6	1	-1	2	2	3	1	-1	7	1	5	-1	6	3	8	4	4	3	2
20001128995	1128995	42	-1	0	0	0	0	2	2	-1	1	1	1	2	-1	2	1	5	-1	4	0	8	9	7	1	4
20001129004	1129004	7	-1	0	0	0	0	5	2	-1	2	1	1	1	-1	6	1	3	-1	5	7	8	3	3	1	4
20001129011	1129011	41	-1	0	0	0	0	7	1	-1	1	2	1	1	-1	5	6	4	-1	5	3	6	9	9	5	2
20001129028	1129028	34	-1	0	1	1	8	5	1	-1	1	2	1	1	-1	1	1	6	-1	5	3	4	9	9	5	2
20001129035	1129035	27	-1	0	1	0	0	4	2	-1	1	3	3	1	-1	6	6	4	-1	4	2	2	9	9	5	4
20001129042	1129042	45	-1	0	0	0	0	6	1	-1	2	2	3	2	-1	1	6	5	-1	4	4	0	8	5	5	2
20001129059	1129059	6	-1	0	1	0	0	5	1	-1	1	1	3	1	-1	7	1	9	-1	5	2	2	9	9	1	2
20001129066	1129066	51	-1	0	1	0	0	6	1	-1	4	1	1	1	-1	1	7	8	-1	3	2	8	9	8	1	2
20001129073	1129073	15	-1	0	0	0	0	4	2	-1	1	1	3	1	-1	7	1	9	-1	5	2	2	9	9	1	2
20001129080	1129080	38	-1	0	1	0	0	9	2	-1	4	2	3	1	-1	2	6	7	-1	5	0	8	4	3	5	1
20001129097	1129097	11	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	1	3	9	-1	4	2	2	9	9	1	2
20001129103	1129103	50	-1	0	0	0	0	5	2	-1	4	2	1	1	-1	3	7	6	-1	4	5	7	7	6	5	2
20001129110	1129110	34	-1	0	0	0	0	4	1	-1	2	2	3	1	-1	2	1	3	-1	4	4	8	5	7	1	4
20001129127	1129127	31	-1	0	1	1	37	7	2	-1	3	1	3	1	-1	2	6	5	-1	3	4	8	3	3	1	4
20001129134	1129134	21	-1	0	0	0	0	3	2	-1	4	2	1	2	-1	1	1	5	-1	6	6	4	7	5	1	4
20001129141	1129141	21	-1	0	0	0	0	4	2	-1	2	2	1	1	-1	5	1	3	-1	4	5	7	6	6	5	2
20001129158	1129158	6	-1	0	0	0	0	3	2	-1	2	2	3	1	-1	5	2	7	-1	5	4	4	8	7	1	4
20001129165	1129165	12	-1	0	0	0	0	3	2	-1	5	2	3	2	-1	2	1	5	-1	4	4	8	7	7	1	2
20001129172	1129172	22	-1	0	1	0	0	9	2	-1	3	2	3	2	-1	3	6	8	-1	3	2	8	6	3	3	4
20001129189	1129189	25	-1	0	0	0	0	9	2	-1	2	2	3	2	-1	2	6	5	-1	3	6	8	4	4	2	4
20001129196	1129196	27	-1	0	1	0	0	3	2	-1	1	1	3	2	-1	2	6	9	-1	4	3	3	9	9	1	2
20001129202	1129202	12	-1	0	0	0	0	4	1	-1	2	2	3	2	-1	1	1	3	-1	4	6	8	7	7	2	4
20001129219	1129219	41	-1	0	0	0	0	4	1	-1	1	1	1	2	-1	1	6	7	-1	4	3	3	9	7	5	2
20001129226	1129226	2	-1	0	1	0	0	3	1	-1	4	1	3	2	-1	1	7	5	-1	1	2	5	8	9	1	2
20001129233	1129233	38	-1	0	0	0	0	8	2	-1	2	2	1	1	-1	0	4	4	-1	2	7	8	2	2	5	2
20001129240	1129240	5	-1	0	0	0	0	2	1	-1	1	1	3	2	-1	6	6	7	-1	4	2	2	8	7	1	3
20001129257	1129257	46	-1	0	0	0	0	5	2	-1	1	1	1	1	-1	7	1	3	-1	3	0	4	9	7	4	3
20001129264	1129264	29	-1	0	0	0	0	4	1	-1	2	2	3	2	-1	2	5	2	-1	2	6	6	3	7	5	2
20001129271	1129271	41	-1	0	0	0	0	7	1	-1	2	2	3	1	-1	1	4	4	-1	5	5	8	4	7	5	2
20001129288	1129288	45	-1	0	1	1	45	4	2	-1	4	1	3	2	-1	2	7	5	-1	5	3	8	4	8	1	2
20001129295	1129295	56	-1	0	0	0	0	8	1	-1	1	1	1	1	-1	1	1	5	-1	1	6	3	4	9	5	2
20001129301	1129301	12	-1	0	0	0	0	7	1	-1	2	1	3	2	-1	2	7	5	-1	2	2	2	7	7	4	4
20001129318	1129318	21	-1	0	0	0	0	3	2	-1	2	2	3	2	-1	6	6	4	-1	4	2	7	3	4	2	3
20001129325	1129325	37	-1	0	1	0	0	7	1	-1	2	2	3	2	-1	1	6	5	-1	5	4	8	7	5	1	2
20001129332	1129332	52	-1	0	0	0	0	5	2	-1	2	2	3	2	-1	5	1	3	-1	5	6	8	2	3	3	2
20001129349	1129349	44	-1	0	0	0	0	8	1	-1	2	2	3	1	-1	8	4	4	-1	4	6	8	3	3	5	2
20001129356	1129356	44	-1	0	0	0	0	7	1	-1	2	2	3	1	-1	2	4	4	-1	4	6	8	3	3	5	2
20001129363	1129363	44	-1	0	0	0	0	4	2	-1	2	2	3	1	-1	8	4	4	-1	4	6	8	3	3	1	2
20001129370	1129370	57	-1	0	0	0	0	5	2	-1	1	1	3	1	-1	2	1	5	-1	5	4	8	9	5	5	4
20001129387	1129387	29	-1	0	0	0	0	8	1	-1	1	1	3	2	-1	3	6	6	-1	2	2	2	9	9	5	2
20001129394	1129394	15	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	5	1	7	-1	3	5	2	6	9	1	4
20001129400	1129400	21	-1	0	0	0	0	4	2	-1	4	1	3	1	-1	1	4	4	-1	4	8	8	7	6	2	4
20001129417	1129417	38	-1	0	0	0	0	4	2	-1	2	2	3	2	-1	2	1	4	-1	6	7	6	5	3	5	2
20001129424	1129424	34	-1	0	0	0	0	3	1	-1	1	2	3	2	-1	1	1	4	-1	4	2	8	9	7	1	3
20001129431	1129431	13	-1	0	0	0	0	4	2	-1	1	2	3	1	-1	1	1	5	-1	4	2	8	9	7	1	3
20001129448	1129448	41	-1	0	0	0	0	7	1	-1	2	1	1	1	-1	1	3	7	-1	5	5	8	7	3	5	2
20001129455	1129455	34	-1	0	0	0	0	5	1	-1	4	1	1	1	-1	1	1	4	-1	4	2	3	9	8	5	2
20001129462	1129462	27	-1	0	0	0	0	3	2	-1	1	1	3	2	-1	8	1	9	-1	4	2	2	9	9	1	4
20001129479	1129479	15	-1	0	0	0	0	4	2	-1	1	1	3	2	-1	5	4	5	-1	4	3	2	6	9	1	4
20001129486	1129486	51	-1	0	0	0	0	3	1	-1	4	2	1	2	-1	5	5	6	-1	4	2	3	5	8	2	2
20001129493	1129493	42	-1	0	0	0	0	8	1	-1	2	3	4	1	-1	2	4	6	-1	5	5	0	4	5	5	2
20001129509	1129509	57	-1	0	0	0	0	5	2	-1	2	6	1	1	-1	2	1	5	-1	4	6	4	3	9	5	2
20001129516	1129516	75	-1	0	1	0	0	5	2	-1	2	1	3	1	-1	1	1	7	-1	4	2	2	8	9	1	4
20001129523	1129523	34	-1	0	0	0	0	6	1	-1	2	1	1	1	-1	1	4	9	-1	6	3	4	7	8	5	4
20001129530	1129530	46	-1	0	0	0	0	9	2	-1	2	2	3	2	-1	5	6	8	-1	3	0	4	5	4	5	4
20001129547	1129547	45	-1	0	0	0	0	5	2	-1	4	3	3	2	-1	2	6	5	-1	6	2	2	8	7	4	2
20001129554	1129554	45	-1	0	0	0	0	5	1	-1	1	4	3	2	-1	1	4	7	-1	4	3	3	8	7	1	1
20001129561	1129561	16	-1	0	1	1	16	4	1	-1	1	1	3	1	-1	3	4	9	-1	5	2	2	9	9	1	2
20001129578	1129578	38	-1	0	1	0	0	5	2	-1	3	1	3	1	-1	2	4	3	-1	5	3	8	9	9	1	1
20001129585	1129585	45	-1	0	1	0	0	5	2	-1	4	2	1	1	-1	1	6	7	-1	5	3	3	8	8	5	2
20001129592	1129592	15	-1	0	0	0	0	5	2	-1	2	2	3	2	-1	0	4	6	-1	5	5	8	2	5	0	4
20001129608	1129608	48	-1	0	0	0	0	8	1	-1	3	2	3	1	-1	5	1	3	-1	5	3	8	8	7	2	4
20001129615	1129615	15	-1	1	0	0	0	4	2	-1	2	2	2	1	-1	2	3	3	-1	6	7	7	1	4	5	4
20001129622	1129622	46	-1	0	0	0	0	6	2	-1	2	2	1	1	-1	1	4	4	-1	4	6	8	2	2	5	4
20001129639	1129639	12	-1	0	1	0	0	9	1	-1	2	2	1	2	-1	2	7	5	-1	2	7	8	2	2	4	3
20001129646	1129646	43	-1	1	0	0	0	3	2	-1	2	2	3	2	-1	7	6	3	-1	5	7	7	6	3	1	2
20001129653	1129653	43	-1	0	0	0	0	7	2	-1	1	2	1	2	-1	6	6	5	-1	5	2	8	7	5	2	2
20001129660	1129660	41	-1	0	1	1	41	5	1	-1	2	2	1	1	-1	1	1	6	-1	5	6	8	4	4	1	4
20001129677	1129677	46	-1	0	0	0	0	3	2	-1	3	3	3	2	-1	7	6	3	-1	4	5	8	4	8	1	3
20001129684	1129684	51	-1	0	1	1	51	7	1	-1	3	1	1	2	-1	7	1	9	-1	5	2	3	9	9	4	4
20001129691	1129691	17	-1	0	0	0	0	4	1	-1	3	4	4	1	-1	2	6	8	-1	6	4	3	8	9	1	2
20001129707	1129707	8	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	5	6	4	-1	2	6	8	6	3	5	3
20001129714	1129714	45	-1	0	0	0	0	4	1	-1	2	2	3	2	-1	7	1	4	-1	4	5	4	7	3	5	4
20001129721	1129721	55	-1	0	1	0	0	6	2	-1	2	2	3	1	-1	7	4	4	-1	3	7	8	4	4	5	2
20001129738	1129738	21	-1	0	0	0	0	5	2	-1	2	2	3	1	-1	1	4	4	-1	3	0	8	0	6	5	4
20001129745	1129745	22	-1	0	0	0	0	8	1	-1	1	4	3	1	-1	1	1	6	-1	4	2	8	7	6	4	2
20001129752	1129752	13	-1	0	0	0	0	3	2	-1	2	3	3	1	-1	1	3	5	-1	4	6	4	4	6	1	2
20001129769	1129769	13	-1	0	0	0	0	2	2	-1	1	1	3	2	-1	7	1	5	-1	4	3	8	5	4	1	2
20001129776	1129776	9	-1	0	0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	-1	0	0	0	0	0	0	0
20001129783	1129783	15	-1	0	0	0	0	2	2	-1	1	1	3	2	-1	8	6	9	-1	5	2	8	9	9	1	2
